arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column
262175275,2023-01-19T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701004,F,M,14,1,18-24,M,ASIAN / PACIFIC ISLANDER,987341,215631,40.75853318,-73.98884266,"{'type': 'Point', 'coordinates': [-73.98884266, 40.75853318]}"
261642372,2023-01-10T00:00:00.000,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,M,30,0,25-44,M,WHITE HISPANIC,995899,238499,40.82129255,-73.95791186,"{'type': 'Point', 'coordinates': [-73.95791186, 40.82129255]}"
262854459,2023-02-01T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,K,63,0,25-44,F,BLACK,1005769,161456,40.60980962699051,-73.92249759633725,"{'type': 'Point', 'coordinates': [-73.92249759633725, 40.60980962699051]}"
262736465,2023-01-30T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,K,61,0,18-24,M,WHITE HISPANIC,1003340,152574,40.5854359,-73.93127092,"{'type': 'Point', 'coordinates': [-73.93127092, 40.5854359]}"
264185002,2023-02-24T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,S,120,0,25-44,M,WHITE HISPANIC,962761,165415,40.620679,-74.077406,"{'type': 'Point', 'coordinates': [-74.077406, 40.620679]}"
263577637,2023-02-14T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,M,BLACK,988897,192631,40.695404,-73.983239,"{'type': 'Point', 'coordinates': [-73.983239, 40.695404]}"
264913303,2023-03-10T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,83,0,45-64,M,BLACK HISPANIC,1005778,195160,40.702322,-73.922356,"{'type': 'Point', 'coordinates': [-73.922356, 40.702322]}"
262111720,2023-01-18T00:00:00.000,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,42,0,<18,M,BLACK,1015460,240996,40.828101,-73.887225,"{'type': 'Point', 'coordinates': [-73.887225, 40.828101]}"
261443542,2023-01-05T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 160102A,F,B,44,0,45-64,F,BLACK,1006568,240173,40.825869,-73.919357,"{'type': 'Point', 'coordinates': [-73.919357, 40.825869]}"
261969225,2023-01-16T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,M,14,1,25-44,F,WHITE HISPANIC,985764,213806,40.7535327012632,-73.9945368920152,"{'type': 'Point', 'coordinates': [-73.9945368920152, 40.7535327012632]}"
262995087,2023-02-03T00:00:00.000,578,"CANNABIS POSSESSION, 3",250,CANNABIS RELATED OFFENSES,PL 2223001,M,Q,102,0,18-24,M,WHITE HISPANIC,1029403,193205,40.69686463,-73.83716543,"{'type': 'Point', 'coordinates': [-73.83716543, 40.69686463]}"
264675537,2023-03-07T00:00:00.000,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401501,M,Q,114,0,<18,F,BLACK,1007694,219656,40.769552,-73.915361,"{'type': 'Point', 'coordinates': [-73.915361, 40.769552]}"
263793527,2023-02-17T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,K,61,0,45-64,M,BLACK,1003340,152574,40.5854359,-73.93127092,"{'type': 'Point', 'coordinates': [-73.93127092, 40.5854359]}"
262047579,2023-01-17T00:00:00.000,500,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2202101,F,Q,113,0,25-44,M,BLACK,1050719,194692,40.700812,-73.760278,"{'type': 'Point', 'coordinates': [-73.760278, 40.700812]}"
262691427,2023-01-29T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,F,WHITE HISPANIC,988174,190975,40.690859,-73.985848,"{'type': 'Point', 'coordinates': [-73.985848, 40.690859]}"
262999427,2023-02-03T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,Q,105,0,25-44,M,BLACK,1052693,187158,40.68011759688822,-73.75323687077469,"{'type': 'Point', 'coordinates': [-73.75323687077469, 40.68011759688822]}"
261285674,2023-01-03T00:00:00.000,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,B,44,0,25-44,M,BLACK,1006445,245641,40.84087508,-73.91978528,"{'type': 'Point', 'coordinates': [-73.91978528, 40.84087508]}"
264966830,2023-03-11T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,83,0,18-24,U,UNKNOWN,1007914,190189,40.688672,-73.91467,"{'type': 'Point', 'coordinates': [-73.91467, 40.688672]}"
261756376,2023-01-12T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,75,0,25-44,M,BLACK,1019224,181085,40.6636441017578,-73.87393664969325,"{'type': 'Point', 'coordinates': [-73.87393664969325, 40.6636441017578]}"
261471218,2023-01-05T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,45,0,<18,M,WHITE HISPANIC,1029604,247965,40.84716519873801,-73.83607101216951,"{'type': 'Point', 'coordinates': [-73.83607101216951, 40.84716519873801]}"
263405097,2023-02-10T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,105,0,25-44,M,BLACK,1054121,190247,40.688587,-73.748053,"{'type': 'Point', 'coordinates': [-73.748053, 40.688587]}"
262103957,2023-01-18T00:00:00.000,501,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2201806,F,Q,114,0,18-24,F,ASIAN / PACIFIC ISLANDER,1010965,220215,40.771077,-73.903548,"{'type': 'Point', 'coordinates': [-73.903548, 40.771077]}"
262362237,2023-01-23T00:00:00.000,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 2650303,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762037,-73.827328,"{'type': 'Point', 'coordinates': [-73.827328, 40.762037]}"
264404250,2023-03-01T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,30,0,25-44,M,BLACK,997828,240127,40.8257582,-73.95093904,"{'type': 'Point', 'coordinates': [-73.95093904, 40.8257582]}"
264456160,2023-03-02T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,B,44,0,<18,M,BLACK,1009695,243534,40.835085,-73.908047,"{'type': 'Point', 'coordinates': [-73.908047, 40.835085]}"
262453123,2023-01-25T00:00:00.000,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0,45-64,M,BLACK,994398,200416,40.71676649,-73.96339251,"{'type': 'Point', 'coordinates': [-73.96339251, 40.71676649]}"
261403983,2023-01-05T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,52,0,25-44,M,BLACK,1009554,253180,40.86156,-73.908517,"{'type': 'Point', 'coordinates': [-73.908517, 40.86156]}"
262777811,2023-01-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,90,0,18-24,M,BLACK,998016,196598,40.706283,-73.950348,"{'type': 'Point', 'coordinates': [-73.950348, 40.706283]}"
262250468,2023-01-20T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,M,1,0,45-64,M,BLACK,982148,201784,40.720528,-74.007582,"{'type': 'Point', 'coordinates': [-74.007582, 40.720528]}"
261742328,2023-01-11T00:00:00.000,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 1305201,M,M,25,0,18-24,M,WHITE HISPANIC,1000558,231080,40.8009303727402,-73.9410982410066,"{'type': 'Point', 'coordinates': [-73.9410982410066, 40.8009303727402]}"
264243926,2023-02-26T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,78,0,45-64,M,BLACK,990510,186493,40.678556,-73.977429,"{'type': 'Point', 'coordinates': [-73.977429, 40.678556]}"
261285691,2023-01-03T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,75,0,25-44,M,BLACK HISPANIC,1023461,183427,40.670057,-73.858651,"{'type': 'Point', 'coordinates': [-73.858651, 40.670057]}"
262755975,2023-01-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,34,0,25-44,M,WHITE HISPANIC,1002161,249364,40.851104,-73.935254,"{'type': 'Point', 'coordinates': [-73.935254, 40.851104]}"
262295996,2023-01-22T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,115,0,25-44,M,WHITE HISPANIC,1023065,216477,40.760773,-73.859887,"{'type': 'Point', 'coordinates': [-73.859887, 40.760773]}"
262559347,2023-01-26T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,1,0,45-64,M,BLACK,981077,199627,40.714608,-74.011443,"{'type': 'Point', 'coordinates': [-74.011443, 40.714608]}"
262917068,2023-02-02T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,B,42,0,18-24,M,BLACK,1009405,239269,40.82337785,-73.90911148,"{'type': 'Point', 'coordinates': [-73.90911148, 40.82337785]}"
262254844,2023-01-20T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,122,0,45-64,M,WHITE,945477,138897,40.547831,-74.13951458,"{'type': 'Point', 'coordinates': [-74.13951458, 40.547831]}"
261421711,2023-01-05T00:00:00.000,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401501,M,M,10,0,25-44,M,WHITE,982181,210026,40.74315,-74.007465,"{'type': 'Point', 'coordinates': [-74.007465, 40.74315]}"
264616455,2023-03-05T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,49,0,18-24,M,BLACK HISPANIC,1020658,254596,40.8654067,-73.86836965,"{'type': 'Point', 'coordinates': [-73.86836965, 40.8654067]}"
261779258,2023-01-12T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,F,BLACK,1007977,217884,40.764686,-73.914346,"{'type': 'Point', 'coordinates': [-73.914346, 40.764686]}"
264348471,2023-02-28T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,84,0,25-44,M,WHITE HISPANIC,988897,192631,40.695404,-73.983239,"{'type': 'Point', 'coordinates': [-73.983239, 40.695404]}"
262284041,2023-01-21T00:00:00.000,301,"LARCENY,PETIT BY ACQUIRING LOS",341,PETIT LARCENY,PL 155250Z,M,M,20,0,45-64,M,BLACK,991040,225092,40.784499,-73.97548,"{'type': 'Point', 'coordinates': [-73.97548, 40.784499]}"
262079962,2023-01-18T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,47,0,25-44,F,BLACK,1023109,265671,40.89579365,-73.85944402,"{'type': 'Point', 'coordinates': [-73.85944402, 40.89579365]}"
262171940,2023-01-19T00:00:00.000,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,B,42,0,25-44,M,BLACK,1013027,245098,40.839368,-73.895999,"{'type': 'Point', 'coordinates': [-73.895999, 40.839368]}"
262932098,2023-02-02T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,110,0,45-64,M,BLACK,1019946,206619,40.733729,-73.871197,"{'type': 'Point', 'coordinates': [-73.871197, 40.733729]}"
261368863,2023-01-04T00:00:00.000,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155007,M,K,90,0,25-44,M,BLACK,998016,196598,40.706283,-73.950348,"{'type': 'Point', 'coordinates': [-73.950348, 40.706283]}"
262652874,2023-01-28T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,71,0,25-44,F,BLACK,1002419,180820,40.662969,-73.93451,"{'type': 'Point', 'coordinates': [-73.93451, 40.662969]}"
261689115,2023-01-11T00:00:00.000,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,75,1,18-24,M,BLACK,1012212,179425,40.659112692479056,-73.89921817587808,"{'type': 'Point', 'coordinates': [-73.89921817587808, 40.659112692479056]}"
261643619,2023-01-10T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,84,0,25-44,M,BLACK,985295,190938,40.6907573743305,-73.99623178005979,"{'type': 'Point', 'coordinates': [-73.99623178005979, 40.6907573743305]}"
262532346,2023-01-26T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,B,47,0,25-44,M,BLACK HISPANIC,1026486,262591,40.887325,-73.847247,"{'type': 'Point', 'coordinates': [-73.847247, 40.887325]}"
261824467,2023-01-13T00:00:00.000,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,Q,109,0,25-44,M,WHITE HISPANIC,1032084,216954,40.762037,-73.827328,"{'type': 'Point', 'coordinates': [-73.827328, 40.762037]}"
263238742,2023-02-08T00:00:00.000,380,"ROBBERY,CAR JACKING",105,ROBBERY,PL 1601003,F,K,62,0,25-44,F,WHITE,989904,156928,40.597407,-73.979638,"{'type': 'Point', 'coordinates': [-73.979638, 40.597407]}"
261664947,2023-01-10T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510A,F,B,46,0,25-44,M,WHITE HISPANIC,1011750,250274,40.853578,-73.900591,"{'type': 'Point', 'coordinates': [-73.900591, 40.853578]}"
261691897,2023-01-11T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,M,18,0,<18,M,BLACK,988210,218129,40.76539,-73.985702,"{'type': 'Point', 'coordinates': [-73.985702, 40.76539]}"
261357552,2023-01-04T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,68,0,25-44,M,WHITE,976380,166180,40.62279866,-74.02834994,"{'type': 'Point', 'coordinates': [-74.02834994, 40.62279866]}"
265027368,2023-03-13T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,83,0,45-64,M,BLACK,1007127,193705,40.698323,-73.917495,"{'type': 'Point', 'coordinates': [-73.917495, 40.698323]}"
264393463,2023-03-01T00:00:00.000,661,"LEWDNESS,PUBLIC",361,OFF. AGNST PUB ORD SENSBLTY &,PL 245000A,M,M,114,14,65+,M,BLACK,1000580,219724,40.769754,-73.941044,"{'type': 'Point', 'coordinates': [-73.941044, 40.769754]}"
261581246,2023-01-08T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,M,1,0,25-44,M,WHITE,982049,199744,40.71492756,-74.00793957,"{'type': 'Point', 'coordinates': [-74.00793957, 40.71492756]}"
262412555,2023-01-24T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403005,M,B,52,0,25-44,M,BLACK,1017273,255924,40.869067,-73.8806,"{'type': 'Point', 'coordinates': [-73.8806, 40.869067]}"
261440528,2023-01-05T00:00:00.000,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,M,24,0,25-44,F,BLACK,991698,226280,40.787761,-73.973102,"{'type': 'Point', 'coordinates': [-73.973102, 40.787761]}"
262443038,2023-01-25T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,M,BLACK,997574,183029,40.66904,-73.951969,"{'type': 'Point', 'coordinates': [-73.951969, 40.66904]}"
263579882,2023-02-14T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,S,120,0,18-24,M,BLACK,962808,174275,40.644996,-74.077263,"{'type': 'Point', 'coordinates': [-74.077263, 40.644996]}"
263723966,2023-02-16T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0,45-64,M,WHITE,948733,170819,40.635466,-74.127964,"{'type': 'Point', 'coordinates': [-74.127964, 40.635466]}"
261812250,2023-01-12T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201603,F,B,42,0,25-44,M,BLACK,1013556,242694,40.832767,-73.894096,"{'type': 'Point', 'coordinates': [-73.894096, 40.832767]}"
261611579,2023-01-09T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,M,28,0,25-44,M,WHITE HISPANIC,999205,233329,40.80709737,-73.94597872,"{'type': 'Point', 'coordinates': [-73.94597872, 40.80709737]}"
261656417,2023-01-10T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,47,0,18-24,M,BLACK,1023906,256730,40.87124988,-73.85661415,"{'type': 'Point', 'coordinates': [-73.85661415, 40.87124988]}"
262370536,2023-01-23T00:00:00.000,707,"IMPERSONATION 2, PUBLIC SERVAN",340,FRAUDS,PL 1902300,M,B,42,0,25-44,M,BLACK,1014628,242864,40.833231,-73.890222,"{'type': 'Point', 'coordinates': [-73.890222, 40.833231]}"
261505911,2023-01-06T00:00:00.000,494,"STOLEN PROPERTY 2,1,POSSESSION",111,POSSESSION OF STOLEN PROPERTY,PL 1655000,F,B,40,0,25-44,M,WHITE HISPANIC,1010112,234574,40.810491,-73.906574,"{'type': 'Point', 'coordinates': [-73.906574, 40.810491]}"
261249590,2023-01-02T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,6,0,25-44,M,BLACK,982745,206647,40.733876,-74.005428,"{'type': 'Point', 'coordinates': [-74.005428, 40.733876]}"
263805293,2023-02-17T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,Q,103,0,25-44,F,BLACK,1040202,197658,40.70902535,-73.79818429,"{'type': 'Point', 'coordinates': [-73.79818429, 40.70902535]}"
262831081,2023-02-01T00:00:00.000,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,K,70,0,25-44,F,BLACK,996040,169426,40.631705,-73.957522,"{'type': 'Point', 'coordinates': [-73.957522, 40.631705]}"
261571981,2023-01-08T00:00:00.000,493,"STOLEN PROPERTY-MOTOR VEH 2ND,",111,POSSESSION OF STOLEN PROPERTY,PL 1654505,F,K,73,0,25-44,M,BLACK,1005873,185052,40.67457529,-73.9220474,"{'type': 'Point', 'coordinates': [-73.9220474, 40.67457529]}"
261791450,2023-01-12T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,79,1,45-64,M,WHITE,996696,190463,40.689444919404636,-73.95512120164842,"{'type': 'Point', 'coordinates': [-73.95512120164842, 40.689444919404636]}"
262759529,2023-01-31T00:00:00.000,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,44,0,<18,M,BLACK HISPANIC,1006537,244511,40.837774,-73.919455,"{'type': 'Point', 'coordinates': [-73.919455, 40.837774]}"
264393474,2023-03-01T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,103,0,45-64,M,BLACK,1041717,197008,40.7072398161698,-73.7927267255908,"{'type': 'Point', 'coordinates': [-73.7927267255908, 40.7072398161698]}"
261581248,2023-01-08T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,M,26,0,25-44,M,WHITE HISPANIC,994246,232738,40.805483,-73.963892,"{'type': 'Point', 'coordinates': [-73.963892, 40.805483]}"
262007199,2023-01-16T00:00:00.000,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,28,0,25-44,M,BLACK,998296,234474,40.810242,-73.949259,"{'type': 'Point', 'coordinates': [-73.949259, 40.810242]}"
264092080,2023-02-23T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,Q,105,0,25-44,M,BLACK,1057766,203992,40.726284,-73.73476,"{'type': 'Point', 'coordinates': [-73.73476, 40.726284]}"
264261968,2023-02-26T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,K,84,0,45-64,F,ASIAN / PACIFIC ISLANDER,988147,190416,40.689325,-73.985947,"{'type': 'Point', 'coordinates': [-73.985947, 40.689325]}"
261734889,2023-01-11T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,84,0,45-64,M,BLACK,988897,192631,40.695404,-73.983239,"{'type': 'Point', 'coordinates': [-73.983239, 40.695404]}"
261538475,2023-01-07T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,6,0,45-64,M,WHITE,986237,205515,40.730768,-73.992828,"{'type': 'Point', 'coordinates': [-73.992828, 40.730768]}"
263442297,2023-02-11T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,Q,114,0,25-44,M,BLACK,1000862,214891,40.75648701,-73.9400388,"{'type': 'Point', 'coordinates': [-73.9400388, 40.75648701]}"
263752884,2023-02-16T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,110,0,25-44,M,BLACK,1018896,207065,40.734955,-73.874983,"{'type': 'Point', 'coordinates': [-73.874983, 40.734955]}"
261508241,2023-01-06T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,52,0,25-44,M,BLACK,1017273,255924,40.869067,-73.8806,"{'type': 'Point', 'coordinates': [-73.8806, 40.869067]}"
261415958,2023-01-05T00:00:00.000,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,CPL5700600,9,Q,102,0,25-44,M,WHITE,1032501,198800,40.712206,-73.825952,"{'type': 'Point', 'coordinates': [-73.825952, 40.712206]}"
261693120,2023-01-10T00:00:00.000,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,B,44,1,25-44,M,BLACK HISPANIC,1004749,240880,40.82781161,-73.92592932,"{'type': 'Point', 'coordinates': [-73.92592932, 40.82781161]}"
263347550,2023-02-09T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,6,0,45-64,M,BLACK,982745,206647,40.733876,-74.005428,"{'type': 'Point', 'coordinates': [-74.005428, 40.733876]}"
262470125,2023-01-25T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,28,0,25-44,M,BLACK,998948,233793,40.808372,-73.946904,"{'type': 'Point', 'coordinates': [-73.946904, 40.808372]}"
262040544,2023-01-17T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,84,0,25-44,F,BLACK,988897,192631,40.695404,-73.983239,"{'type': 'Point', 'coordinates': [-73.983239, 40.695404]}"
262362180,2023-01-23T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,M,BLACK,988174,190975,40.690859,-73.985848,"{'type': 'Point', 'coordinates': [-73.985848, 40.690859]}"
264647524,2023-03-06T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,84,0,25-44,M,BLACK,987826,192896,40.69613097,-73.98710407,"{'type': 'Point', 'coordinates': [-73.98710407, 40.69613097]}"
262254954,2023-01-20T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,B,42,0,25-44,M,BLACK,1011217,238979,40.822578,-73.902564,"{'type': 'Point', 'coordinates': [-73.902564, 40.822578]}"
263940796,2023-02-20T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,90,0,<18,M,WHITE HISPANIC,1003083,197149,40.70778513,-73.93207175,"{'type': 'Point', 'coordinates': [-73.93207175, 40.70778513]}"
262630581,2023-01-27T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,81,2,45-64,M,BLACK,1002111,191829,40.693188,-73.935591,"{'type': 'Point', 'coordinates': [-73.935591, 40.693188]}"
261332378,2023-01-04T00:00:00.000,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,S,122,0,25-44,M,WHITE,954771,148450,40.574091,-74.106113,"{'type': 'Point', 'coordinates': [-74.106113, 40.574091]}"
264673127,2023-03-07T00:00:00.000,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,S,120,0,25-44,M,BLACK,954651,170720,40.635216,-74.106642,"{'type': 'Point', 'coordinates': [-74.106642, 40.635216]}"
262032911,2023-01-17T00:00:00.000,493,"STOLEN PROPERTY-MOTOR VEH 2ND,",111,POSSESSION OF STOLEN PROPERTY,PL 1654505,F,B,41,0,45-64,M,WHITE HISPANIC,1013096,236605,40.816057,-73.895785,"{'type': 'Point', 'coordinates': [-73.895785, 40.816057]}"
262124869,2023-01-19T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,83,0,25-44,M,WHITE HISPANIC,1004320,195380,40.702929,-73.927615,"{'type': 'Point', 'coordinates': [-73.927615, 40.702929]}"
